PHOTO_0,-,-,-
FS,405.165776696316,686.591209327296,-
DF,406.052100329436,687.823020793959,-
DF,407.825200349477,689.282986434018,-
DF,411.687020843138,689.394973599425,-
DF,414.37463678918,689.142850150803,-
DF,415.521711516145,688.989455467884,-
DF,420.013790153007,691.9368321027,-
FE,428.997947426729,697.831585372331,-
TIME,-,-,00:00:00.1429167
FS,472.486781260764,713.751130594919,-
DF,472.44580788329,713.970265449019,-
DF,473.233807640996,713.984075907381,-
DF,474.300862419239,713.831620198547,-
DF,474.779351032183,714.371975215596,-
DF,475.953192269239,715.206853758175,-
DF,475.983453001527,715.707878616683,-
DF,476.0782302143,716.092900136621,-
DF,473.804036495048,716.138790178803,-
DF,474.356837375977,717.683176126785,-
DF,474.708420800189,719.380512971503,-
DF,475.029950550081,720.893579701577,-
DF,473.495527010985,721.222956498826,-
DF,472.318385019761,720.322667984148,-
DF,471.642819830291,718.684055778085,-
DF,472.190931796196,716.896460740142,-
DF,472.835661939318,716.895727462848,-
DF,474.088482410347,717.036761652725,-
DF,474.11587134993,717.588723252142,-
DF,474.535443870261,718.060432106637,-
DF,474.157247860387,718.449136414964,-
DF,473.436643235191,717.778292077208,-
DF,472.422291940945,717.640158422819,-
DF,472.497590343764,717.316983871956,-
DF,473.890332215613,718.941632411639,-
DF,475.813662387976,721.223639453062,-
DF,479.72875862553,723.977958112348,-
DF,491.086493286525,726.108628738776,-
FE,513.801962608515,730.369969991633,-
TIME,-,-,00:00:00.0239851
END_1,-,-,-
PHOTO_0,-,-,-
FS,562.998530230781,726.870304686396,-
DF,563.588164213708,726.267003314269,-
DF,563.406034880317,725.814466020582,-
DF,563.062359072715,725.751725598149,-
DF,562.359073568867,726.866825827514,-
DF,562.739923946123,727.477404750477,-
DF,561.859061173053,727.267890911188,-
DF,561.446692955469,726.734044082098,-
DF,560.374607598673,726.00785564512,-
DF,559.432882696826,726.714267973411,-
DF,558.51088384308,727.976091228838,-
DF,558.515572517611,729.692857439987,-
DF,560.561220494481,730.631437711805,-
DF,561.873085331325,731.328859065692,-
DF,563.106232801309,731.222601978914,-
DF,563.539413916155,731.257203479197,-
DF,563.107653749769,730.267866293821,-
DF,562.534879177266,729.264842212671,-
DF,561.146651173847,728.492624101651,-
DF,561.087760598227,728.708959378536,-
DF,561.293869632204,729.178388361177,-
DF,561.962458112165,730.062865139942,-
DF,562.687985614719,731.125893021314,-
DF,562.866627321974,732.064407785536,-
DF,563.726992954771,732.464211431508,-
DF,562.747127990209,732.327830126691,-
DF,559.57678771931,732.071760127646,-
FE,553.236107177513,731.559620129557,-
TIME,-,-,00:00:00.2838385
FS,454.734026997588,730.669447524409,-
DF,455.141298397567,731.826480831069,-
DF,455.097519293004,733.058143549565,-
DF,456.031085569216,733.848767405226,-
DF,456.137831207667,734.408704007656,-
DF,456.20011324987,734.432920885017,-
DF,455.427364473522,734.517389435259,-
DF,455.155254199125,733.553327923505,-
DF,455.047705969188,733.215956088776,-
DF,456.863144743378,734.353631661761,-
DF,459.061067501107,736.547265488162,-
DF,460.60903160908,737.816934209957,-
DF,460.625033200086,738.994823331458,-
DF,459.583836029866,738.919625461658,-
DF,458.652210809289,739.260263440196,-
DF,458.971829386528,738.983852698228,-
DF,459.736688247869,738.974487518143,-
DF,460.369814721137,739.508066251213,-
DF,459.564381653606,740.072245264237,-
DF,458.759144401445,740.67583184914,-
DF,457.627156180674,740.838317401549,-
DF,456.359723390981,741.111710067757,-
DF,455.287360398642,741.264968111596,-
DF,455.007368048538,740.677844681441,-
DF,454.754866148796,740.186927880954,-
DF,454.459531583033,740.914073945922,-
DF,454.135285931019,742.200344152714,-
DF,453.698770759011,743.920920628045,-
DF,443.860657368715,745.812199110638,-
DF,436.365613514885,747.58051570317,-
DF,426.849345709192,748.750505239322,-
DF,421.763957387844,749.248292452698,-
DF,416.623712494168,748.867511620813,-
DF,414.4195551458,747.727564257808,-
DF,412.199892082985,746.31747610575,-
DF,411.351157887108,745.533926583197,-
DF,409.953185384635,743.800230733086,-
DF,409.851268061095,742.347484606575,-
DF,409.200618937774,741.706468617504,-
DF,407.4634369361,741.658157150106,-
DF,406.33382899254,741.882576102471,-
DF,405.437548814763,742.082018465664,-
DF,407.457216647208,743.239061516512,-
DF,408.714077207753,743.287782212681,-
DF,410.762568807298,742.857830770274,-
DF,410.554580526371,743.076459402143,-
DF,409.920297640288,743.811849701365,-
DF,409.126157336182,744.212073936743,-
DF,409.228488646553,743.624518992492,-
DF,409.718740020797,742.565130291723,-
DF,409.323125632974,741.400009051472,-
FE,408.531896857328,739.06976657097,-
TIME,-,-,00:00:00.5466836
FS,92.773939650188,123.830248438845,-
DF,93.3054860777939,121.798951975767,-
DF,94.2731584044593,119.631594874106,-
DF,94.5889883104355,118.890590397907,-
DF,95.0573890787159,121.140116035794,-
DF,95.8290919644843,123.671844322482,-
DF,98.2763614837483,127.423282894896,-
DF,100.034541208797,129.78788882269,-
DF,100.954438446842,130.549040209113,-
DF,99.872683927254,129.923319710692,-
DF,98.5897898434968,128.916802373399,-
DF,97.4817693166537,129.28180241376,-
DF,97.5070074946102,131.758890813312,-
DF,98.5142832216179,133.783072825237,-
DF,99.8878750892138,135.321639710312,-
DF,98.8874243641718,135.607339851416,-
DF,98.9102823312697,135.283742432428,-
DF,98.7755063056814,134.710022075244,-
DF,99.0335018231799,133.721219564827,-
DF,98.5063224161566,132.529441876026,-
DF,98.4772874101044,131.496938952826,-
DF,98.8201775410897,129.901956660108,-
DF,103.707789352609,125.852285292071,-
DF,108.940008561373,121.469033089304,-
DF,118.277201954772,115.666747681714,-
DF,129.929534381716,107.724845822363,-
DF,137.05518222166,101.429971977547,-
DF,141.709187653862,96.1059971776161,-
DF,144.198873055531,92.780977074186,-
DF,146.228049833642,91.1913165415826,-
DF,147.825270912134,90.6200264309005,-
DF,149.143034642158,90.1382442286181,-
DF,150.058534959249,89.8582797920489,-
DF,150.734782051818,88.5074443765717,-
DF,151.081047515943,87.3320759973934,-
DF,151.456391994614,86.6074138391413,-
DF,152.259848081045,86.735150696359,-
DF,153.612770041258,87.1047814637551,-
DF,154.31133225504,87.2199634227478,-
DF,154.63208007544,87.5575918102837,-
DF,154.385148283181,87.1679128079698,-
DF,154.321139418224,87.7034681029366,-
DF,152.000430199142,87.3647493640284,-
DF,150.192050093264,86.9818597364002,-
DF,149.246704221319,86.4915558764761,-
DF,149.795818186911,85.3905093639135,-
DF,149.76776608903,83.764145760934,-
DF,149.406843408193,82.000636367334,-
DF,149.330007346757,81.7537235350856,-
DF,149.356199156535,82.037971001269,-
DF,148.739488618404,83.0197468708025,-
DF,149.998994638811,83.0342088242226,-
DF,149.709031119865,82.2229894828617,-
DF,150.202396461847,80.7418767914214,-
DF,150.407922021914,79.3533232585881,-
DF,151.449005931413,79.1796652209713,-
DF,152.048599587257,78.515750864525,-
DF,151.062417326265,78.8511355042135,-
DF,149.828494128784,78.2319948440833,-
DF,149.887678125102,80.3807480508296,-
FE,150.006046117738,84.6782544643225,-
TIME,-,-,00:00:00.6656182
FS,340.02710941226,394.743915077244,-
DF,338.6594310657,396.158527404671,-
DF,338.172306686717,394.298989539212,-
DF,338.154387846987,393.014810458199,-
DF,336.623279590973,390.994173778249,-
DF,334.35096093668,389.37421594055,-
DF,332.394768060655,388.136683760819,-
DF,332.909942264715,387.270498146002,-
DF,333.000139098457,387.543700466843,-
DF,332.976315628141,387.603934677878,-
DF,332.168198317181,388.500700381192,-
DF,332.37796151215,384.717953721705,-
DF,334.225153374993,376.293907456621,-
FE,337.919537100681,359.445814926453,-
TIME,-,-,00:00:00.1399196
FS,379.092131296794,256.028891474935,-
DF,377.667626457313,254.740691437737,-
DF,376.931132914587,254.559545865546,-
DF,377.356191124479,254.884473485145,-
DF,377.211503900858,257.060500552298,-
DF,377.153642592569,258.666999282018,-
DF,377.081389563379,260.245474423887,-
DF,376.689398967252,259.880026386305,-
DF,376.511092475682,259.442202096015,-
DF,375.826700004498,258.872935854605,-
DF,375.356865841598,259.874463803157,-
DF,374.773374293407,260.339967476816,-
DF,379.227682580765,264.502086755459,-
FE,388.136299155479,272.826325312745,-
TIME,-,-,00:00:00.1499147
FS,89.560466954874,85.831216003093,-
DF,419.776824363442,285.221326981516,-
DF,418.769262014433,284.648594514971,-
DF,417.782858752465,284.805214944414,-
DF,417.336165792874,285.249816397662,-
DF,417.892249849518,285.572232814392,-
DF,419.502628451546,283.509997400794,-
DF,419.376409880201,282.118619608846,-
DF,420.305663504509,281.460808925449,-
DF,420.67867682096,280.414678772127,-
DF,423.018681082278,278.827886265059,-
DF,424.036868904688,276.617389097204,-
DF,424.352709607411,275.587170705241,-
DF,424.27596749313,276.26272836178,-
DF,423.845053362636,277.183511020934,-
DF,423.108811289994,278.435055680691,-
DF,421.123315027671,278.149641464824,-
DF,423.600904445109,278.200566236829,-
FE,88.556083279987,78.302415780837,-
TIME,-,-,00:00:00.9188753
END_1,-,-,-